,cntHb,channel,taskLabel
220,-0.00224942554360284,1.0,3.0
221,-0.00227593492811204,1.0,3.0
222,-0.00230141114249572,1.0,3.0
223,-0.00232577088966788,1.0,3.0
224,-0.00239134769771662,1.0,1.0
225,-0.00241044827240096,1.0,1.0
226,-0.00242804624700049,1.0,1.0
227,-0.00244407088276177,1.0,1.0
228,-0.00245845373290616,1.0,1.0
229,-0.00247112872542706,1.0,1.0
230,-0.0024820322614005,1.0,1.0
231,-0.00249110332278283,1.0,1.0
232,-0.00249828358142267,1.0,1.0
233,-0.00250351749846353,1.0,1.0
234,-0.00250675240435004,1.0,1.0
235,-0.00250793855427913,1.0,1.0
236,-0.00250702915941381,1.0,1.0
237,-0.00250398040050426,1.0,1.0
238,-0.0024987514354164,1.0,1.0
239,-0.00249130441136266,1.0,1.0
240,-0.00248160448817363,1.0,1.0
241,-0.00246961987506265,1.0,1.0
242,-0.0024553218802659,1.0,1.0
243,-0.00243868496972319,1.0,1.0
244,-0.00241968682800407,1.0,1.0
245,-0.00239830841261084,1.0,1.0
246,-0.00237453399289956,1.0,1.0
247,-0.00234835116835398,1.0,1.0
248,-0.00231975086729544,1.0,1.0
249,-0.00228872733378411,1.0,1.0
250,-0.00225527811373281,1.0,1.0
251,-0.00221940404901005,1.0,1.0
252,-0.00205179189060267,1.0,1.0
253,-0.00200392203104489,1.0,1.0
254,-0.00195370189188821,1.0,1.0
255,-0.00190115543062146,1.0,1.0
256,-0.00184630980475489,1.0,1.0
257,-0.00178919529855989,1.0,1.0
258,-0.00172984524628372,1.0,1.0
259,-0.00166829596485644,1.0,1.0
260,-0.0016045867037329,1.0,1.0
261,-0.00153875961329106,1.0,1.0
262,-0.00147085972894699,1.0,1.0
263,-0.00140093496536039,1.0,1.0
264,-0.00132903611344227,1.0,1.0
265,-0.00125521683106695,1.0,1.0
266,-0.00117953361645536,1.0,1.0
267,-0.00110204575557886,1.0,1.0
268,-0.00102281524347593,1.0,1.0
269,-0.000941906688958802,1.0,1.0
270,-0.000859387217083474,1.0,1.0
271,-0.00077532638237678,1.0,1.0
272,-0.000689796100307966,1.0,1.0
273,-0.000602870598434863,1.0,1.0
274,-0.000514626383835363,1.0,1.0
275,-0.000425142219728942,1.0,1.0
276,-0.000334499102317008,1.0,1.0
277,-0.000242780229399336,1.0,1.0
278,-0.000150070953925748,1.0,1.0
279,-5.64587184973186e-05,1.0,1.0
280,0.000325202652535431,1.0,2.0
281,0.000421950969265666,1.0,2.0
282,0.000519038528032899,1.0,2.0
283,0.00061636560534481,1.0,2.0
284,0.000713831018541789,1.0,2.0
285,0.000811332204033769,1.0,2.0
286,0.000908765307872041,1.0,2.0
287,0.00100602529507961,1.0,2.0
288,0.00110300608141958,1.0,2.0
289,0.00119960068415236,1.0,2.0
290,0.00129570138224219,1.0,2.0
291,0.00139119987642409,1.0,2.0
292,0.00148598744372534,1.0,2.0
293,0.00157995508492895,1.0,2.0
294,0.00167299366623059,1.0,2.0
295,0.00176499405887642,1.0,2.0
296,0.00185584728273853,1.0,2.0
297,0.00194544466161365,1.0,2.0
298,0.00203367799895747,1.0,2.0
299,0.00212043977957274,1.0,2.0
300,0.00220562339316658,1.0,2.0
301,0.00228912336507826,1.0,2.0
302,0.00237083557686735,1.0,2.0
303,0.00245065746565693,1.0,2.0
304,0.00252848819875854,1.0,2.0
305,0.00260422882457895,1.0,2.0
306,0.00267778240421692,1.0,2.0
307,0.00274905413222154,1.0,2.0
308,0.00294826475678595,1.0,3.0
309,0.00300950814835015,1.0,3.0
310,0.00306803232082868,1.0,3.0
311,0.00312375828379698,1.0,3.0
312,0.00317661031254605,1.0,3.0
313,0.00322651611924137,1.0,3.0
314,0.00327340699899182,1.0,3.0
315,0.00331721795320353,1.0,3.0
316,0.00335788779682964,1.0,3.0
317,0.00339535925707758,1.0,3.0
318,0.00342957907005176,1.0,3.0
319,0.00346049808048931,1.0,3.0
320,0.00348807134894935,1.0,3.0
321,0.00351225826805263,1.0,3.0
322,0.00353302268233857,1.0,3.0
323,0.00355033299931095,1.0,3.0
324,0.00356416227881302,1.0,3.0
325,0.00357448829397663,1.0,3.0
326,0.00358129356487593,1.0,3.0
327,0.0035845653717416,1.0,3.0
328,0.00358429575689152,1.0,3.0
329,0.00358048152448432,1.0,3.0
330,0.00357312424559094,1.0,3.0
331,0.00356223027360404,1.0,3.0
332,0.00354781077341258,1.0,3.0
333,0.00352988176511839,1.0,3.0
334,0.00350846417494035,1.0,3.0
335,0.00348358387655126,1.0,3.0
336,0.00342356344512668,1.0,3.0
337,0.00338849977346129,1.0,3.0
338,0.0033501262024429,1.0,3.0
339,0.00330849299266351,1.0,3.0
340,0.00326365506261267,1.0,3.0
341,0.00321567189063847,1.0,3.0
342,0.00316460741506096,1.0,3.0
343,0.00311052994003769,1.0,3.0
344,0.00305351205117233,1.0,3.0
345,0.00299363053386622,1.0,3.0
346,0.00293096627890402,1.0,3.0
347,0.002865604161543,1.0,3.0
348,0.002797632888382,1.0,3.0
349,0.0027271448124378,1.0,3.0
350,0.00265423571935634,1.0,3.0
351,0.00257900458986179,1.0,3.0
352,0.00250155334718173,1.0,3.0
353,0.00242198660110683,1.0,3.0
354,0.00234041140036656,1.0,3.0
355,0.00225693700263096,1.0,3.0
356,0.00217167466630212,1.0,3.0
357,0.00208473745903949,1.0,3.0
358,0.0019962400688498,1.0,3.0
359,0.00190629860180839,1.0,3.0
360,0.00181503035654176,1.0,3.0
361,0.00172255357369512,1.0,3.0
362,0.00162898716481423,1.0,3.0
363,0.00153445042956819,1.0,3.0
364,0.00124621122061674,1.0,2.0
365,0.00114898429244044,1.0,2.0
366,0.00105137992557552,1.0,2.0
367,0.000953514323730061,1.0,2.0
368,0.000855502424830158,1.0,2.0
369,0.000757457708699239,1.0,2.0
370,0.000659492001154822,1.0,2.0
371,0.00056171527685329,1.0,2.0
372,0.00046423546453393,1.0,2.0
373,0.000367158258998234,1.0,2.0
374,0.000270586946040612,1.0,2.0
375,0.000174622247517265,1.0,2.0
376,7.93621929076632e-05,1.0,2.0
377,-1.5097977856788e-05,1.0,2.0
378,-0.000108665879847962,1.0,2.0
379,-0.000201252024841914,1.0,2.0
380,-0.000292769853703834,1.0,2.0
381,-0.00038313577171548,1.0,2.0
382,-0.000472269190584073,1.0,2.0
383,-0.000560092573724428,1.0,2.0
384,-0.000646531479339155,1.0,2.0
385,-0.000731514597006963,1.0,2.0
386,-0.000814973775022134,1.0,2.0
387,-0.000896844035885865,1.0,2.0
388,-0.00097706357540562,1.0,2.0
389,-0.00105557373883814,1.0,2.0
390,-0.00113231897025914,1.0,2.0
391,-0.00120724673974938,1.0,2.0
392,-0.001351454409939,1.0,1.0
393,-0.00142064366018667,1.0,1.0
394,-0.00148783402442273,1.0,1.0
395,-0.00155298701165705,1.0,1.0
396,-0.00161606678692029,1.0,1.0
397,-0.00167704012864485,1.0,1.0
398,-0.0017358763772357,1.0,1.0
399,-0.0017925473707948,1.0,1.0
400,-0.00184702736433053,1.0,1.0
401,-0.00189929293019656,1.0,1.0
402,-0.00194932284448798,1.0,1.0
403,-0.00199709797200613,1.0,1.0
404,-0.00204260116225337,1.0,1.0
405,-0.00208581716176752,1.0,1.0
406,-0.00212673254160347,1.0,1.0
407,-0.00216533563609998,1.0,1.0
408,-0.00220161648887531,1.0,1.0
409,-0.00223556680166953,1.0,1.0
410,-0.00226717987962918,1.0,1.0
411,-0.00229645056439354,1.0,1.0
412,-0.0023233751470393,1.0,1.0
413,-0.00234795125927914,1.0,1.0
414,-0.0023701777519742,1.0,1.0
415,-0.00239005457713876,1.0,1.0
416,-0.00240758268665987,1.0,1.0
417,-0.00242276395172875,1.0,1.0
418,-0.0024356011002307,1.0,1.0
419,-0.00244609766747895,1.0,1.0
420,-0.00246477475324122,1.0,2.0
421,-0.00246364668113481,1.0,2.0
422,-0.0024602135835008,1.0,2.0
423,-0.00245448311960129,1.0,2.0
424,-0.00244646318229759,1.0,2.0
425,-0.00243616181028779,1.0,2.0
426,-0.00242358712898148,1.0,2.0
427,-0.00240874732178194,1.0,2.0
428,-0.00239165062613851,1.0,2.0
429,-0.00237230534638505,1.0,2.0
430,-0.00235071987709361,1.0,2.0
431,-0.0023269027309758,1.0,2.0
432,-0.00230086256331745,1.0,2.0
433,-0.00227260818591808,1.0,2.0
434,-0.00224214857061293,1.0,2.0
435,-0.00220949285137733,1.0,2.0
436,-0.00217465033741225,1.0,2.0
437,-0.00213763054538115,1.0,2.0
438,-0.00209844325196982,1.0,2.0
439,-0.00205709856289359,1.0,2.0
440,-0.00201360699231294,1.0,2.0
441,-0.00196797954659878,1.0,2.0
442,-0.00192022780677311,1.0,2.0
443,-0.00187036400385699,1.0,2.0
444,-0.00181840108199551,1.0,2.0
445,-0.00176435274671234,1.0,2.0
446,-0.00170823350083281,1.0,2.0
447,-0.00165005867764237,1.0,2.0
448,-0.0013971422878299,1.0,3.0
449,-0.00132895268388718,1.0,3.0
450,-0.00125882056336551,1.0,3.0
451,-0.00118676915334324,1.0,3.0
452,-0.00111282321256749,1.0,3.0
453,-0.00103700912498233,1.0,3.0
454,-0.000959354974800149,1.0,3.0
455,-0.00087989060287763,1.0,3.0
456,-0.00079864765361846,1.0,3.0
457,-0.000715659625531165,1.0,3.0
458,-0.000630961934382559,1.0,3.0
459,-0.000544591992220566,1.0,3.0
460,-0.000456589302407249,1.0,3.0
461,-0.000366995567106743,1.0,3.0
462,-0.000275854799551769,1.0,3.0
463,-0.000183213432560603,1.0,3.0
464,-8.91204163059145e-05,1.0,3.0
465,6.37269995224497e-06,1.0,3.0
466,0.000103211703981795,1.0,3.0
467,0.000201339669605092,1.0,3.0
468,0.000300696907186792,1.0,3.0
469,0.000401220904273004,1.0,3.0
470,0.000502846252472462,1.0,3.0
471,0.000605504564662888,1.0,3.0
472,0.000709124390232625,1.0,3.0
473,0.000813631136002097,1.0,3.0
474,0.000918946999761465,1.0,3.0
475,0.00102499092425297,1.0,3.0
476,0.00134663154721171,1.0,1.0
477,0.00145471214274345,1.0,1.0
478,0.00156306718649596,1.0,1.0
479,0.00167159671271282,1.0,1.0
480,0.00178019784914405,1.0,1.0
481,0.00188876489437768,1.0,1.0
482,0.0019971894060741,1.0,1.0
483,0.00210536030666601,1.0,1.0
484,0.00221316401217853,1.0,1.0
485,0.00232048459139539,1.0,1.0
486,0.00242720396162173,1.0,1.0
487,0.00253320211965467,1.0,1.0
488,0.00263835739630084,1.0,1.0
489,0.00274254671851247,1.0,1.0
490,0.00284564586633152,1.0,1.0
491,0.0029475297168644,1.0,1.0
492,0.00304807247355266,1.0,1.0
493,0.00314714788671256,1.0,1.0
494,0.00324462947611206,1.0,1.0
495,0.00334039076532054,1.0,1.0
496,0.00343430553290399,1.0,1.0
497,0.00352624808087601,1.0,1.0
498,0.00361609351821658,1.0,1.0
499,0.00370371805443264,1.0,1.0
500,0.00378899929321714,1.0,1.0
501,0.00387181651419913,1.0,1.0
502,0.00395205093574321,1.0,1.0
503,0.00402958595931103,1.0,1.0
504,0.00417610371355816,1.0,2.0
505,0.00424486621911482,1.0,2.0
506,0.00431048934123651,1.0,2.0
507,0.00437287086061224,1.0,2.0
508,0.00443191218245686,1.0,2.0
509,0.00448751861196407,1.0,2.0
510,0.00453959962313249,1.0,2.0
511,0.00458806910643974,1.0,2.0
512,0.00463284558694888,1.0,2.0
513,0.00467385241192504,1.0,2.0
514,0.00471101791254999,1.0,2.0
515,0.00474427554810703,1.0,2.0
516,0.00477356404273608,1.0,2.0
517,0.00479882752313213,1.0,2.0
518,0.00482001566164673,1.0,2.0
519,0.00483708382500025,1.0,2.0
520,0.00484999322252741,1.0,2.0
521,0.00485871104051773,1.0,2.0
522,0.00486321054849376,1.0,2.0
523,0.00486347117139886,1.0,2.0
524,0.00485947852958709,1.0,2.0
525,0.00485122445049445,1.0,2.0
526,0.00483870695604598,1.0,2.0
527,0.00482193023118026,1.0,2.0
528,0.00480090457971941,1.0,2.0
529,0.00477564637429192,1.0,2.0
530,0.00474617800783272,1.0,2.0
531,0.00471252785161967,1.0,2.0
532,0.004586859119217,1.0,2.0
533,0.00453688340150296,1.0,2.0
534,0.00448295545666157,1.0,2.0
535,0.00442513802258972,1.0,2.0
536,0.00436349909619281,1.0,2.0
537,0.00429811175680113,1.0,2.0
538,0.0042290539909963,1.0,2.0
539,0.00415640852658678,1.0,2.0
540,0.00408026267841994,1.0,2.0
541,0.00400070820092004,1.0,2.0
542,0.00391784113537964,1.0,2.0
543,0.00383176163869296,1.0,2.0
544,0.00374257378526791,1.0,2.0
545,0.00365038534136303,1.0,2.0
546,0.00355530751748818,1.0,2.0
547,0.00345745470849967,1.0,2.0
548,0.00335694423206657,1.0,2.0
549,0.0032538960749932,1.0,2.0
550,0.0031484326555414,1.0,2.0
551,0.00304067860865996,1.0,2.0
552,0.00293076059678405,1.0,2.0
553,0.00281880714027531,1.0,2.0
554,0.00270494845341486,1.0,2.0
555,0.00258931626983076,1.0,2.0
556,0.00247204364605574,1.0,2.0
557,0.00235326474065907,1.0,2.0
558,0.00223311457433742,1.0,2.0
559,0.00211172877919745,1.0,2.0
560,0.00186579436435128,1.0,1.0
561,0.00174151780017636,1.0,1.0
562,0.00161654926343709,1.0,1.0
563,0.00149102383570488,1.0,1.0
564,0.00136507592217308,1.0,1.0
565,0.00123883912475623,1.0,1.0
566,0.00111244611441191,1.0,1.0
567,0.000986028490087557,1.0,1.0
568,0.000859716621904079,1.0,1.0
569,0.00073363948318661,1.0,1.0
570,0.000607924480033719,1.0,1.0
571,0.000482697288084032,1.0,1.0
572,0.000358081704445145,1.0,1.0
573,0.000234199520648382,1.0,1.0
574,0.000111170419741103,1.0,1.0
575,-1.08881050766666e-05,1.0,1.0
576,-0.000131860819520878,1.0,1.0
577,-0.000251634816339708,1.0,1.0
578,-0.000370099590323807,1.0,1.0
579,-0.000487147122599236,1.0,1.0
580,-0.000602671971313392,1.0,1.0
581,-0.000716571361981865,1.0,1.0
582,-0.000828745270028226,1.0,1.0
583,-0.000939096489187027,1.0,1.0
584,-0.00104753068009895,1.0,1.0
585,-0.00115395639437854,1.0,1.0
586,-0.00125828507309416,1.0,1.0
587,-0.00136043102536232,1.0,1.0
588,-0.00174557273503528,1.0,3.0
589,-0.00183561857110102,1.0,3.0
590,-0.00192302689117866,1.0,3.0
591,-0.00200773192309443,1.0,3.0
592,-0.00208967085433982,1.0,3.0
593,-0.00216878386588455,1.0,3.0
594,-0.002245014152613,1.0,3.0
595,-0.00231830792704672,1.0,3.0
596,-0.00238861441033128,1.0,3.0
597,-0.00245588582029947,1.0,3.0
598,-0.00252007736643298,1.0,3.0
599,-0.00258114725739706,1.0,3.0
600,-0.0026390567219678,1.0,3.0
601,-0.00269377003903578,1.0,3.0
602,-0.00274525456770963,1.0,3.0
603,-0.0027934807677409,1.0,3.0
604,-0.00283842220422844,1.0,3.0
605,-0.00288005553605821,1.0,3.0
606,-0.00291836049368753,1.0,3.0
607,-0.00295331985758991,1.0,3.0
608,-0.00298491944954755,1.0,3.0
609,-0.0030131481429806,1.0,3.0
610,-0.00303799789073613,1.0,3.0
611,-0.00305946376468104,1.0,3.0
612,-0.00307754400036763,1.0,3.0
613,-0.0030922400395271,1.0,3.0
614,-0.00310355656296155,1.0,3.0
615,-0.00311150150696575,1.0,3.0
616,-0.00311732463235584,1.0,3.0
617,-0.00311523483150217,1.0,3.0
618,-0.00310983741307712,1.0,3.0
619,-0.00310115625788879,1.0,3.0
620,-0.00308921835302574,1.0,3.0
621,-0.00307405378287864,1.0,3.0
622,-0.0030556957240855,1.0,3.0
623,-0.0030341804396245,1.0,3.0
624,-0.00300954726700488,1.0,3.0
625,-0.00298183859445653,1.0,3.0
626,-0.00295109981972521,1.0,3.0
627,-0.0029173792902571,1.0,3.0
628,-0.00288072822984991,1.0,3.0
629,-0.00284120066193346,1.0,3.0
630,-0.00279885334058021,1.0,3.0
631,-0.0027537456966065,1.0,3.0
632,-0.00270593979991256,1.0,3.0
633,-0.00265550033412821,1.0,3.0
634,-0.00260249457782477,1.0,3.0
635,-0.00254699238664496,1.0,3.0
636,-0.00248906617046281,1.0,3.0
637,-0.00242879085928242,1.0,3.0
638,-0.00236624385344303,1.0,3.0
639,-0.00230150495991427,1.0,3.0
640,-0.00223465632367169,1.0,3.0
641,-0.0021657823641536,1.0,3.0
642,-0.00209496972092384,1.0,3.0
643,-0.00202230720583805,1.0,3.0
644,-0.0017941400646997,1.0,2.0
645,-0.00171500774575589,1.0,2.0
646,-0.00163450013527354,1.0,2.0
647,-0.00155271762239365,1.0,2.0
648,-0.00146976211815758,1.0,2.0
649,-0.00138573690254692,1.0,2.0
650,-0.00130074647546002,1.0,2.0
651,-0.00121489641388679,1.0,2.0
652,-0.00112829323418304,1.0,2.0
653,-0.00104104425725069,1.0,2.0
654,-0.000953257472583276,1.0,2.0
655,-0.000865041394713784,1.0,2.0
656,-0.000776504905172982,1.0,2.0
657,-0.000687757075556063,1.0,2.0
658,-0.000598906971239307,1.0,2.0
659,-0.00051006343967204,1.0,2.0
660,-0.000421334890785088,1.0,2.0
661,-0.000332829077968299,1.0,2.0
662,-0.000244652886560324,1.0,2.0
663,-0.000156912134407234,1.0,2.0
664,-6.97113859273478e-05,1.0,2.0
665,1.68462225200663e-05,1.0,2.0
666,0.000102659151363361,1.0,2.0
667,0.000187627628369198,1.0,2.0
668,0.000271653829116917,1.0,2.0
669,0.000354642071816141,1.0,2.0
670,0.000436499023857028,1.0,2.0
671,0.000517133911249174,1.0,2.0
672,0.000825737501571181,1.0,1.0
673,0.000899002753957623,1.0,1.0
674,0.000970564579786569,1.0,1.0
675,0.00104035436458478,1.0,1.0
676,0.00110830700211689,1.0,1.0
677,0.00117436094773209,1.0,1.0
678,0.00123845827120003,1.0,1.0
679,0.00130054470595528,1.0,1.0
680,0.001360569687932,1.0,1.0
681,0.00141848637853917,1.0,1.0
682,0.00147425167117278,1.0,1.0
683,0.00152782618464402,1.0,1.0
684,0.00157917424825982,1.0,1.0
685,0.00162826388271582,1.0,1.0
686,0.00167506677986662,1.0,1.0
687,0.00171955828470975,1.0,1.0
688,0.00176171738470336,1.0,1.0
689,0.00180152671126814,1.0,1.0
690,0.00183897255271489,1.0,1.0
691,0.00187404486972837,1.0,1.0
692,0.00190673730092015,1.0,1.0
693,0.00193704714935503,1.0,1.0
694,0.00196497534683355,1.0,1.0
695,0.00199052639651545,1.0,1.0
696,0.00201370829601433,1.0,1.0
697,0.00203453244408487,1.0,1.0
698,0.00205301353537883,1.0,1.0
699,0.00206916944908653,1.0,1.0
700,0.00209459251864479,1.0,2.0
701,0.00210391036996707,1.0,2.0
702,0.00211100421709464,1.0,2.0
703,0.00211590620665211,1.0,2.0
704,0.00211865095985242,1.0,2.0
705,0.00211927540928383,1.0,2.0
706,0.00211781862670995,1.0,2.0
707,0.00211432165038727,1.0,2.0
708,0.00210882731853867,1.0,2.0
709,0.00210138011383813,1.0,2.0
